,id,title,all
2197,63492,What's Your Number?,mark mylod chris evans comedy based on novel
2198,81796,Lockout,stephen st. leger guy pearce action usa president
2199,10710,Envy,barry levinson ben stiller comedy jealousy
2200,15092,Crank: High Voltage,brian taylor jason statham action female nudity
2201,11382,Bullets Over Broadway,woody allen john cusack action lover (female)
2202,15005,One Night with the King,michael o. sajbel tiffany dupont drama based on novel
2203,8198,The Quiet American,phillip noyce michael caine drama terror
2204,6963,The Weather Man,gore verbinski nicolas cage comedy new york
2205,15070,Undisputed,walter hill wesley snipes action sport
2206,12797,Ghost Town,david koepp ricky gervais comedy dying and death
2207,17134,12 Rounds,renny harlin john cena action police
2208,41402,Let Me In,matt reeves kodi smit-mcphee drama vampire
2209,18885,3 Ninjas Kick Back,charles t. kanganis victor wong adventure underdog
2210,4953,Be Kind Rewind,michel gondry jack black drama camcorder
2211,10773,Mrs Henderson Presents,stephen frears judi dench comedy world war ii
2212,146198,Triple 9,john hillcoat casey affleck action heist
2213,2639,Deconstructing Harry,woody allen woody allen comedy new york
2214,10563,Three to Tango,damon santostefano matthew perry comedy gay
2215,295964,Burnt,john wells bradley cooper drama london england
2216,5971,We're No Angels,neil jordan robert de niro comedy prison
2217,9716,Everyone Says I Love You,woody allen drew barrymore music paris
2218,11835,Death Sentence,james wan kevin bacon action loss of son
2219,26171,Everybody's Fine,kirk jones robert de niro drama family relationships
2220,31117,Superbabies: Baby Geniuses 2,bob clark jon voight comedy baby
2221,9074,The Man,les mayfield samuel l. jackson action mistake in person
2223,15673,Connie and Carla,michael lembeck nia vardalos comedy gay
2224,42618,Sweet Charity,bob fosse shirley maclaine comedy broken engagement
2225,171274,Inherent Vice,paul thomas anderson joaquin phoenix comedy based on novel
2227,109417,Battle of the Year,benson lee josh holloway music musical
2228,13948,An American Carol,david zucker kevin farley comedy terrorist
2229,106747,Machete Kills,robert rodriguez danny trejo action mexico
2230,10929,Willard,glen morgan crispin glover horror bad boss
2231,14220,Strange Wilderness,fred wolf steve zahn comedy tv show
2232,46435,Topsy-Turvy,mike leigh allan corduner comedy prostitute
2233,256962,Little Boy,alejandro monteverde jakob salvati comedy japanese
2234,48231,A Dangerous Method,david cronenberg keira knightley drama based on novel
2235,3509,A Scanner Darkly,richard linklater keanu reeves animation california
2236,82684,Chasing Mavericks,curtis hanson gerard butler drama wave
2237,12142,Alone in the Dark,uwe boll christian slater action detective
2238,23367,Bandslam,todd graff vanessa hudgens comedy new jersey
2239,10740,Birth,jonathan glazer nicole kidman drama loss of husband
2240,241239,A Most Violent Year,j.c. chandor oscar isaac crime corruption
2241,14582,Passchendaele,paul gross paul gross drama nurse
2242,14914,Flash of Genius,marc abraham aaron abrams drama biography
2243,3902,I'm Not There.,todd haynes cate blanchett drama rock and roll
2244,77948,The Cold Light of Day,mabrouk el mechri henry cavill action kidnapping
2245,21755,The Brothers Bloom,rian johnson rachel weisz adventure con man
2246,4960,"Synecdoche, New York",charlie kaufman philip seymour hoffman drama new york
2247,128,Princess Mononoke,hayao miyazaki yōji matsuda adventure fight
2249,40932,Can't Stop the Music,nancy walker alex briley comedy camp
2250,16608,The Proposition,john hillcoat guy pearce action gallows
2251,334531,My All American,angelo pizzo aaron eckhart drama american football
2253,7299,Equilibrium,kurt wimmer christian bale action resistance
2255,19457,The Yards,james gray mark wahlberg drama corruption
2257,314385,By the Sea,angelina jolie angelina jolie drama france
2258,8953,Steamboy,katsuhiro ōtomo anne suzuki animation england
2259,29078,The Game of Their Lives,david anspaugh gerard butler drama sport
2260,46503,All Good Things,andrew jarecki kirsten dunst drama difficult childhood
2261,10448,Rapa Nui,kevin reynolds jason scott lee adventure in love with enemy
2262,13688,CJ7,stephen chow stephen chow comedy little boy
2263,10353,The Visitors II: The Corridors of Time,jean-marie poiré christian clavier comedy mephisto
2264,43935,Dylan Dog: Dead of Night,kevin munroe brandon routh action detective
2265,11458,People I Know,daniel algrant al pacino drama drug addiction
2266,44638,The Tempest,julie taymor helen mirren drama shakespeare
2267,241257,Regression,alejandro amenábar ethan hawke horror investigation
2268,14538,Three Kingdoms: Resurrection of the Dragon,daniel lee sammo hung action warrior woman
2269,13250,Butterfly on a Wheel,mike barker pierce brosnan crime chicago
2270,133931,Zambezia,wayne thornley jeremy suarez comedy falcon
2271,280871,Ramanujan,gnana rajasekaran abhinay vaddi drama mathematician
2274,334074,Survivor,james mcteigue pierce brosnan thriller new year's eve
2275,199373,The Frozen Ground,scott walker nicolas cage thriller gun
2276,14202,The Painted Veil,john curran edward norton drama china
2277,6968,The Baader Meinhof Complex,uli edel martina gedeck action terror
2278,581,Dances with Wolves,kevin costner kevin costner adventure countryside
2279,52449,Bad Teacher,jake kasdan cameron diaz comedy classroom
2280,12150,Sea of Love,harold becker al pacino drama new york
2281,11247,A Cinderella Story,mark rosman hilary duff comedy jealousy
2282,4232,Scream,wes craven david arquette crime halloween
2283,9378,Thir13en Ghosts,steve beck tony shalhoub horror hunter
2284,694,The Shining,stanley kubrick jack nicholson horror hotel
2285,105,Back to the Future,robert zemeckis michael j. fox adventure clock tower
2286,11377,House on Haunted Hill,william malone geoffrey rush horror lunatic asylum
2287,26367,I Can Do Bad All By Myself,tyler perry tyler perry drama aunt
2288,385383,Fight Valley,rob hawk erin o'brien action new jersey
2289,41210,The Switch,josh gordon jason bateman comedy alcohol
2290,12090,Just Married,shawn levy ashton kutcher comedy venice
2291,62630,The Devil's Double,lee tamahori dominic cooper drama palace
2293,29427,The Crazies,breck eisner timothy olyphant mystery terror
2294,129,Spirited Away,hayao miyazaki rumi hiiragi fantasy witch
2295,244114,Firestorm,alan yuen andy lau action robbery
2296,2669,The Bounty,roger donaldson mel gibson action female nudity
2297,203833,The Book Thief,brian percival geoffrey rush drama world war ii
2298,13523,Sex Drive,sean anders josh zuckerman comedy sex
2299,25195,Leap Year,anand tucker amy adams romance taxi
2300,17277,The Fall of the Roman Empire,anthony mann sophia loren drama roman empire
2301,50725,Take Me Home Tonight,michael dowse topher grace comedy becoming an adult
2302,82631,Won't Back Down,daniel barnz viola davis drama based on true story
2303,73191,The Nutcracker,emile ardolino darci kistler family ballet
2304,22479,Kansas City,robert altman jennifer jason leigh thriller politician
2305,340611,Indignation,james schamus logan lerman drama based on novel
2306,10065,The Amityville Horror,andrew douglas ryan reynolds horror holy water
2307,2757,Adaptation.,spike jonze nicolas cage comedy alligator
2308,11683,Land of the Dead,george a. romero simon baker horror cage
2310,1878,Fear and Loathing in Las Vegas,terry gilliam johnny depp adventure gonzo journalist
2312,195589,Neighbors,nicholas stoller seth rogen comedy alcohol
2313,854,The Mask,chuck russell jim carrey romance dual identity
2314,2280,Big,penny marshall tom hanks fantasy baseball
2315,496,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,larry charles sacha baron cohen comedy male nudity
2316,8835,Legally Blonde,robert luketic reese witherspoon comedy harvard law school
2318,8643,The Exorcism of Emily Rose,scott derrickson laura linney crime epilepsy
2319,10402,Deuce Bigalow: Male Gigolo,mike mitchell rob schneider comedy fish
2320,218043,Left Behind,vic armstrong nicolas cage thriller airplane
2321,9043,The Family Stone,thomas bezucha claire danes comedy holiday
2322,21301,Barbershop 2:  Back in Business,kevin rodney sullivan ice cube comedy blaxploitation
2323,10147,Bad Santa,terry zwigoff billy bob thornton drama holiday
2324,816,Austin Powers: International Man of Mystery,jay roach mike myers science fiction android
2325,302688,My Big Fat Greek Wedding 2,kirk jones john corbett romance comedy
2326,60307,Diary of a Wimpy Kid: Rodrick Rules,david bowers zachary gordon family based on novel
2327,106,Predator,john mctiernan arnold schwarzenegger science fiction central and south america
2328,279,Amadeus,miloš forman f. murray abraham drama italy
2329,8617,Prom Night,nelson mccormick brittany snow crime aunt
2330,10625,Mean Girls,mark waters lindsay lohan comedy female friendship
2331,10934,Under the Tuscan Sun,audrey wells diane lane comedy depression
2332,5279,Gosford Park,robert altman helen mirren drama servant
2333,10013,Peggy Sue Got Married,francis ford coppola kathleen turner comedy time travel
2334,194662,Birdman,alejandro gonzález iñárritu michael keaton drama times square
2335,160588,Blue Jasmine,woody allen cate blanchett comedy san francisco
2336,9829,United 93,paul greengrass j.j. johnson drama airplane
2337,10028,Honey,bille woodruff jessica alba romance new york
2338,10535,Spy Hard,rick friedberg leslie nielsen action atomic bomb
2339,790,The Fog,john carpenter adrienne barbeau horror prophecy
2340,43959,Soul Surfer,sean mcnamara annasophia robb action competition
2341,10364,Catch-22,mike nichols alan arkin war world war ii
2342,16991,Observe and Report,jody hill seth rogen comedy robbery
2343,9610,Conan the Destroyer,richard fleischer arnold schwarzenegger adventure swordplay
2344,1578,Raging Bull,martin scorsese robert de niro drama transporter
2345,25643,Love Happens,brandon camp aaron eckhart drama hotel
2346,11904,Young Sherlock Holmes,barry levinson nicholas rowe action london england
2347,28665,Fame,kevin tancharoen kay panabaker music musical
2348,44115,127 Hours,danny boyle james franco adventure mountains
2349,10569,Small Time Crooks,woody allen woody allen action bank
2350,10560,Center Stage,nicholas hytner amanda schull drama new york
2351,333348,Love the Coopers,jessie nelson steve martin comedy big family
2352,20483,Catch That Kid,bart freundlich kristen stewart family bank robbery
2353,11457,Life as a House,irwin winkler kevin kline drama father son relationship
2354,321697,Steve Jobs,danny boyle michael fassbender drama biography
2355,19840,"I Love You, Beth Cooper",chris columbus hayden panettiere comedy virgin
2356,22327,Youth in Revolt,miguel arteta michael cera drama based on novel
2357,38665,The Legend of the Lone Ranger,william a. fraker christopher lloyd action lone ranger
2358,2575,The Tailor of Panama,john boorman pierce brosnan drama dancing
2359,11644,Blow Out,brian de palma john travolta drama audio tape
2361,68924,The Ice Storm,ang lee kevin kline drama based on novel
2362,253235,And So It Goes,rob reiner michael douglas comedy grandfather granddaughter relationship
2363,22102,Troop Beverly Hills,jeff kanew shelley long adventure wilderness
2365,10068,Nine 1/2 Weeks,adrian lyne mickey rourke drama sexual obsession
2366,848,Dragonslayer,matthew robbins peter macnicol fantasy secret identity
2367,36811,The Last Station,michael hoffman james mcavoy drama duringcreditsstinger
2368,522,Ed Wood,tim burton johnny depp comedy individual
2369,130150,Labor Day,jason reitman josh brolin drama escaped convict
2370,12246,Mongol: The Rise of Genghis Khan,sergei bodrov tadanobu asano history mongolia
2371,13809,RockNRolla,guy ritchie mark strong action london england
2372,27380,Megaforce,hal needham barry bostwick adventure dictator
2373,10549,Hamlet,kenneth branagh kenneth branagh drama mother
2374,33870,Mao's Last Dancer,bruce beresford chi cao drama costume
2375,245703,Midnight Special,jeff nichols michael shannon adventure father son relationship
2376,10739,Anything Else,woody allen woody allen comedy psychoanalysis
2377,127560,The Railway Man,jonathan teplitzky jeremy irvine drama post traumatic stress  disorder
2378,37903,The White Ribbon,michael haneke ursina lardi crime germany
2380,10017,The Wraith,mike marvin charlie sheen romance male nudity
2381,11468,Salton Sea,d.j. caruso val kilmer drama dual identity
2382,193613,Metallica: Through the Never,nimród antal dane dehaan music heavy metal
2383,17436,The Informers,gregor jordan billy bob thornton drama sex
2384,43434,Carlos,olivier assayas edgar ramírez crime gun
2386,69848,One Man's Hero,lance hool tom berenger western war
2387,8408,Day of the Dead,george a. romero lori cardille horror florida
2388,332411,I Am Wrath,chuck russell john travolta action revenge
2389,9389,Renaissance,christian volckman daniel craig action paris
2390,9626,Red Sonja,richard fleischer arnold schwarzenegger adventure monster
2391,75638,Red Lights,rodrigo cortés sigourney weaver thriller paranormal
2392,8363,Superbad,greg mottola jonah hill comedy becoming an adult
2393,15670,Madea Goes to Jail,tyler perry tyler perry comedy criminal
2394,290555,Wolves,david hayter jason momoa horror adoption
2395,8328,Step Up 2: The Streets,jon m. chu briana evigan music underdog
2396,10982,Hoodwinked!,cory edwards anne hathaway animation wolf
2397,205,Hotel Rwanda,terry george don cheadle drama rwanda
2398,1620,Hitman,xavier gens timothy olyphant action assassin
2399,175541,Black Nativity,kasi lemmons forest whitaker drama musical
2400,241254,The Prince,brian a miller bruce willis thriller mobster
2402,1933,The Others,alejandro amenábar nicole kidman horror nanny
2403,679,Aliens,james cameron sigourney weaver horror android
2404,11113,My Fair Lady,george cukor audrey hepburn drama musical
2405,3597,I Know What You Did Last Summer,jim gillespie jennifer love hewitt horror secret
2406,193893,Let's Be Cops,luke greenfield jake johnson comedy corruption
2407,9675,Sideways,alexander payne paul giamatti comedy california
2408,9988,Beerfest,jay chandrasekhar erik stolhanske comedy germany
2409,948,Halloween,john carpenter donald pleasence horror female nudity
2411,146304,The Best Man Holiday,malcolm d. lee terrence howard comedy best man
2412,7516,Smokin' Aces,joe carnahan ryan reynolds action neo-nazi
2413,41439,Saw: The Final Chapter,kevin greutert tobin bell horror survivor
2414,2752,40 Days and 40 Nights,michael lehmann josh hartnett comedy sex addiction
2415,9429,A Night at the Roxbury,john fortenberry will ferrell comedy night life
2416,38117,Beastly,daniel barnz alex pettyfer drama based on novel
2417,9792,The Hills Have Eyes,alexandre aja aaron stanford horror ambush
2418,13778,Dickie Roberts: Former Child Star,sam weisman david spade comedy loser
2419,228203,"McFarland, USA",niki caro kevin costner drama california
2422,114150,Pitch Perfect,jason moore anna kendrick comedy competition
2423,26602,Summer Catch,mike tollin freddie prinze jr. drama beach
2424,10223,A Simple Plan,sam raimi bill paxton drama brother brother relationship
2425,16028,They,robert harmon laura regan horror suicide
2426,15639,Larry the Cable Guy: Health Inspector,trent cooper larry the cable guy comedy health inspector
2428,26390,Brooklyn's Finest,antoine fuqua richard gere crime male nudity
2429,27759,55 Days at Peking,nicholas ray charlton heston action siege
2430,109428,Evil Dead,fede alvarez jane levy horror remake
2431,23049,My Life in Ruins,donald petrie nia vardalos comedy beach
2432,9310,American Dreamz,paul weitz hugh grant comedy usa president
2433,11411,Superman IV: The Quest for Peace,sidney j. furie christopher reeve action saving the world
2434,16988,How She Move,ian iqbal rashid rutina wesley drama black people
2435,7304,Running Scared,wayne kramer paul walker action ice hockey
2436,24747,Bobby Jones: Stroke of Genius,rowdy herrington jim caviezel drama sport
2438,1491,The Illusionist,neil burger edward norton fantasy magic
2439,2989,Roar,noel marshall tippi hedren adventure africa
2440,10629,Veronica Guerin,joel schumacher cate blanchett drama journalism
2441,255343,Escobar: Paradise Lost,andrea di stefano benicio del toro thriller surfer
2442,4723,Southland Tales,richard kelly dwayne johnson action suicide
2443,10800,Dragon Hunters,guillaume ivernel vincent lindon animation destroy
2444,25763,Damnation Alley,jack smight jan-michael vincent action based on novel
2445,79694,The Apparition,todd lincoln  ashley greene horror experiment
2446,4032,My Girl,howard zieff anna chlumsky comedy neighbor
2447,18615,Fur: An Imaginary Portrait of Diane Arbus,steven shainberg nicole kidman drama photographer
2448,10673,Wall Street,oliver stone charlie sheen crime power
2449,4584,Sense and Sensibility,ang lee kate winslet drama bowling
2450,2977,Becoming Jane,julian jarrold anne hathaway drama england
2451,10760,Sydney White,joe nussbaum amanda bynes comedy college
2452,11093,House of Sand and Fog,vadim perelman jennifer connelly drama san francisco
2453,207,Dead Poets Society,peter weir robin williams drama individual
2454,8467,Dumb and Dumber,bobby farrelly jim carrey comedy gas station
2455,639,When Harry Met Sally...,rob reiner meg ryan comedy new york
2456,24226,The Verdict,sidney lumet paul newman drama boston
2457,9285,Road Trip,todd phillips breckin meyer comedy female nudity
2458,14709,Varsity Blues,brian robbins james van der beek comedy american football
2459,74643,The Artist,michel hazanavicius jean dujardin drama film producer
2461,83666,Moonrise Kingdom,wes anderson bruce willis comedy new england
2462,10781,The Texas Chainsaw Massacre: The Beginning,jonathan liebesman jordana brewster horror mass murder
2463,318850,The Young Messiah,cyrus nowrasteh adam greaves-neal drama egypt
2464,13908,The Master of Disguise,perry andelin blake dana carvey comedy aftercreditsstinger
2465,1417,Pan's Labyrinth,guillermo del toro ivana baquero fantasy spain
2466,39180,See Spot Run,john whitesell michael clarke duncan action dog
2467,16161,Baby Boy,john singleton tyrese gibson crime single parent
2468,49950,The Roommate,christian e. christiansen minka kelly thriller jealousy
2469,10956,Joe Dirt,dennie gordon david spade mystery parents kids relationship
2470,9594,Double Impact,sheldon lettich jean-claude van damme thriller loss of parents
2471,4638,Hot Fuzz,edgar wright simon pegg crime village
2472,13972,The Women,diane english cloris leachman comedy beauty salon
2473,5038,Vicky Cristina Barcelona,woody allen scarlett johansson drama barcelona spain
2474,13491,Arn: The Knight Templar,peter flinth joakim nätterqvist action tv movie
2475,10571,Boys and Girls,robert iscove freddie prinze jr. comedy soulmates
2476,10994,White Oleander,peter kosminsky alison lohman drama poison
2477,19994,Jennifer's Body,karyn kusama megan fox comedy bloodthirstiness
2478,25166,Drowning Mona,nick gomez danny devito comedy suspicion
2479,30890,Radio Days,woody allen woody allen comedy beach
2480,23169,Remember Me,allen coulter robert pattinson drama new york
2481,17403,How to Deal,clare kilner mandy moore drama woman director
2482,12120,My Stepmother is an Alien,richard benjamin dan aykroyd comedy alien
2483,9800,Philadelphia,jonathan demme tom hanks drama gay
2484,1090,The Thirteenth Floor,josef rusnak craig bierko thriller artificial intelligence
2485,18475,The Cookout,lance rivera ja rule comedy comedy
2486,40160,Meteor,ronald neame sean connery action meteor
2487,18074,Duets,bruce paltrow gwyneth paltrow comedy musical
2488,9689,Hollywood Ending,woody allen woody allen comedy blindness and impaired vision
2489,9781,Detroit Rock City,adam rifkin giuseppe andrews comedy parents kids relationship
2490,8009,Highlander,russell mulcahy christopher lambert adventure new york
2491,3877,Things We Lost in the Fire,susanne bier halle berry drama sadness
2492,8854,Steel,kenneth johnson shaquille o'neal science fiction dc comics
2493,152599,The Immigrant,james gray marion cotillard drama new york
2495,68727,Trance,danny boyle james mcavoy thriller amnesia
2496,12657,Soul Plane,jessy terrero tom arnold romance black people
2497,8265,Welcome to the Sticks,dany boon kad merad comedy clock tower
2498,12410,Good,vicente amorim viggo mortensen drama germany
2499,34647,Enter the Void,gaspar noé nathaniel brown fantasy prostitute
2500,73935,Vamps,amy heckerling alicia silverstone comedy vampire
2501,28178,Hachi: A Dog's Tale,lasse hallström richard gere drama japanese
2503,264656,The Homesman,tommy lee jones hilary swank western dancing
2504,35696,Juwanna Mann,"jesse vaughan miguel a. núñez, jr. comedy sport"
2505,16351,Ararat,atom egoyan simon abkarian war destruction of a civilization
2506,38717,Madison,william bindley jim caviezel action sport
2508,2110,Wasabi,gérard krawczyk jean reno drama handcuffs
2509,9035,Slither,james gunn nathan fillion comedy small town
2510,90,Beverly Hills Cop,martin brest eddie murphy action california
2511,771,Home Alone,chris columbus macaulay culkin comedy holiday
2512,12154,Three Men and a Baby,leonard nimoy tom selleck family baby
2513,9576,Tootsie,sydney pollack dustin hoffman comedy infidelity
2514,744,Top Gun,tony scott tom cruise action lovesickness
2515,146,"Crouching Tiger, Hidden Dragon",ang lee chow yun-fat adventure flying
2516,14,American Beauty,sam mendes kevin spacey drama male nudity
2517,45269,The King's Speech,tom hooper colin firth drama great britain
2518,9493,Twins,ivan reitman arnold schwarzenegger comedy perfection
2519,22556,The Yellow Handkerchief,udayan prasad william hurt drama independent film
2520,873,The Color Purple,steven spielberg whoopi goldberg drama prison
2521,33196,Tidal Wave,yoon je-kyoon park joong-hoon action helicopter
2522,205596,The Imitation Game,morten tyldum benedict cumberbatch history gay
2523,10765,Private Benjamin,howard zieff goldie hawn comedy paris
2524,16769,Coal Miner's Daughter,michael apted sissy spacek drama country music
2525,33217,Diary of a Wimpy Kid,thor freudenthal zachary gordon comedy based on novel
2526,132232,Mama,andy muschietti jessica chastain horror supernatural horror
2527,11153,National Lampoon's Vacation,harold ramis chevy chase comedy usa
2528,208134,Bad Grandpa,jeff tremaine johnny knoxville comedy duringcreditsstinger
2529,1165,The Queen,stephen frears helen mirren drama upper class
2530,4011,Beetlejuice,tim burton geena davis fantasy minister
2532,9587,Little Women,gillian armstrong winona ryder drama depression
2533,65086,The Woman in Black,james watkins daniel radcliffe drama london england
2534,10053,When a Stranger Calls,simon west camilla belle horror babysitter
2535,11870,Big Fat Liar,shawn levy frankie muniz comedy screenplay
2536,11778,The Deer Hunter,michael cimino robert de niro drama vietnam veteran
2537,586,Wag the Dog,barry levinson dustin hoffman comedy washington d.c.
2539,134411,Snitch,ric roman waugh dwayne johnson thriller father son relationship
2540,287903,Krampus,michael dougherty adam scott horror fire
2541,9276,The Faculty,robert rodriguez jordana brewster horror american football
2542,15765,What's Love Got to Do with It,brian gibson angela bassett drama price of fame
2543,2142,Cop Land,james mangold sylvester stallone action corruption
2544,11397,Not Another Teen Movie,joel gallen chyler leigh comedy underdog
2545,77016,End of Watch,david ayer jake gyllenhaal crime los angeles
2546,11478,The Skulls,rob cohen joshua jackson crime journalist
2547,266856,The Theory of Everything,james marsh eddie redmayne drama wife husband relationship
2548,13411,Malibu's Most Wanted,john whitesell jamie kennedy comedy street gang
2549,10564,Where the Heart Is,matt williams natalie portman comedy california
2550,947,Lawrence of Arabia,david lean peter o'toole adventure cairo
2551,24150,Halloween II,rob zombie scout taylor-compton horror nurse
2552,228970,Wild,jean-marc vallée reese witherspoon drama adventure
2553,18405,The Last House on the Left,dennis iliadis garret dillahunt crime rape
2554,6961,The Wedding Date,clare kilner debra messing comedy based on novel
2555,11442,Halloween: Resurrection,rick rosenthal jamie lee curtis horror brother sister relationship
2556,2493,The Princess Bride,rob reiner cary elwes adventure swashbuckler
2557,14047,The Great Debaters,denzel washington denzel washington drama biography
2558,64690,Drive,nicolas winding refn ryan gosling drama stuntman
2559,11132,Confessions of a Teenage Drama Queen,sara sugarman lindsay lohan comedy rock star
2560,17127,The Object of My Affection,nicholas hytner jennifer aniston comedy blind date
2561,1562,28 Weeks Later,juan carlos fresnadillo imogen poots horror london england
2562,232679,When the Game Stands Tall,thomas carter jim caviezel drama american football
2564,14736,Love & Basketball,"gina prince-bythewood chris warren, jr. action lovers"
2565,9434,Grosse Pointe Blank,george armitage john cusack action mission of murder
2566,23706,All About Steve,phil traill sandra bullock comedy blind date
2567,11531,Book of Shadows: Blair Witch 2,joe berlinger kim director mystery witch
2568,9100,The Craft,andrew fleming robin tunney drama witch
2569,116,Match Point,woody allen jonathan rhys meyers drama love triangle
2570,38843,Ramona and Beezus,elizabeth allen rosenbaum joey king comedy sister sister relationship
2571,1245,The Remains of the Day,james ivory anthony hopkins drama newspaper
2572,4995,Boogie Nights,paul thomas anderson mark wahlberg drama pornography
2573,10413,Nowhere to Run,robert harmon jean-claude van damme action prisoner
2574,14012,Flicka,michael mayer tim mcgraw drama horse
2575,9793,The Hills Have Eyes 2,martin weisz michael bailey smith horror new mexico
2576,12212,Urban Legends: Final Cut,john ottman jennifer morrison horror film making
2578,8975,The Marine,john bonito john cena action gangster boss
2579,342521,Keanu,peter atencio jordan peele action hitman
2580,45272,Country Strong,shana feste gwyneth paltrow drama suicide
2581,9424,Disturbing Behavior,david nutter james marsden mystery suicide
2582,97367,The Place Beyond the Pines,derek cianfrance ryan gosling drama corruption
2583,254904,The November Man,roger donaldson pierce brosnan crime cia
2584,18681,Eye of the Beholder,stephan elliott ewan mcgregor drama beautiful woman
2585,12162,The Hurt Locker,kathryn bigelow jeremy renner drama sniper
2586,11495,Firestarter,mark l. lester david keith fantasy fire
2587,64689,Killing Them Softly,andrew dominik brad pitt crime poker
2588,157849,A Most Wanted Man,anton corbijn philip seymour hoffman thriller terror
2589,13166,Freddy Got Fingered,tom green tom green comedy wheelchair
2590,15511,VeggieTales: The Pirates Who Don't Do Anything,mike nawrocki phil vischer adventure brother brother relationship
2592,12211,Highlander: Endgame,douglas aarniokoski christopher lambert action loss of lover
2593,13816,Idlewild,bryan barber andré benjamin crime mortician
2594,51828,One Day,lone scherfig anne hathaway drama based on novel
2595,22798,Whip It,drew barrymore ellen page drama sport
2596,7501,Knockaround Guys,brian koppelman barry pepper crime montana
2597,10743,Confidence,james foley edward burns action grifter
2598,37718,The Muse,albert brooks albert brooks fantasy screenwriter
2599,15237,De-Lovely,irwin winkler kevin kline drama musical
2600,9686,New York Stories,francis ford coppola woody allen comedy new york
2602,97430,The Man with the Iron Fists,rza russell crowe action blacksmith
2603,12257,Home Fries,dean parisot drew barrymore drama waitress
2604,13539,Here On Earth,mark piznarski leelee sobieski romance car race
2605,68,Brazil,terry gilliam jonathan pryce comedy bureaucracy
2606,14024,Raise Your Voice,sean mcnamara hilary duff music music
2607,115,The Big Lebowski,joel coen jeff bridges comedy white russian
2608,7874,Black Snake Moan,craig brewer samuel l. jackson drama southern usa
2609,4911,Dark Blue,ron shelton kurt russell action corruption
2610,1988,A Mighty Heart,michael winterbottom angelina jolie drama terror
2612,9557,Boat Trip,mort nathan cuba gooding jr. comedy gay
2613,9026,The Importance of Being Earnest,oliver parker rupert everett comedy new love
2615,18276,Hoot,wil shriner luke wilson drama owl
2616,8321,In Bruges,martin mcdonagh colin farrell comedy bruges belgium
2617,72359,Peeples,tina gordon chism craig robinson comedy duringcreditsstinger
2618,10186,The Rocker,peter cattaneo rainn wilson comedy 1970s
2619,25704,Post Grad,vicky jenson alexis bledel comedy career
2620,133694,Promised Land,gus van sant matt damon drama small town
2621,19265,Whatever Works,woody allen larry david comedy love at first sight
2622,36047,The In Crowd,mary lambert susan ward thriller woman director
2623,8053,The Three Burials of Melquiades Estrada,tommy lee jones tommy lee jones adventure border patrol
2624,2290,Jakob the Liar,peter kassovitz robin williams comedy jewry
2625,5236,Kiss Kiss Bang Bang,shane black robert downey jr. action detective
2626,6552,Idle Hands,rodman flender devon sawa thriller teenager
2627,1018,Mulholland Drive,david lynch naomi watts thriller schizophrenia
2628,10075,Blood and Chocolate,katja von garnier agnes bruckner drama chocolate
2630,42188,Never Let Me Go,mark romanek carey mulligan drama soul
2631,112430,The Company,mikael salomon chris o'donnell drama miniseries
2632,6687,Transsiberian,brad anderson woody harrelson thriller china
2633,13853,The Clan of the Cave Bear,michael chapman daryl hannah adventure stone age
2635,8461,Funny Games,michael haneke naomi watts horror brother brother relationship
2636,331592,Listening,khalil sullins thomas stroppel drama secret
2637,47692,Felicia's Journey,atom egoyan bob hoskins drama suspense
2638,19,Metropolis,fritz lang brigitte helm drama man vs machine
2639,10045,District B13,pierre morel david belle action paris
2640,400,Things to Do in Denver When You're Dead,gary fleder andy garcía drama father son relationship
2641,253450,The Assassin,hou hsiao-hsien shu qi action assassin
2642,9104,Buffalo Soldiers,gregor jordan joaquin phoenix drama germany
2643,11190,The Return,andrey zvyagintsev vladimir garin thriller return
2645,23759,Centurion,neil marshall michael fassbender adventure roman empire
2647,10185,The Midnight Meat Train,ryûhei kitamura bradley cooper mystery photographer
2648,75033,Winnie Mandela,darrell james roodt elias koteas drama biography
2650,31668,All The Queen's Men,stefan ruzowitzky matt leblanc action transvestism
2651,13501,The Good Night,jake paltrow penélope cruz comedy dream
2652,15208,Bathory: Countess of Blood,juraj jakubisko anna friel drama sex
2653,172391,Khumba,anthony silverston jake t. austin animation 3d
2654,262543,Automata,gabe ibáñez antonio banderas thriller artificial intelligence
2655,9288,Dungeons & Dragons: Wrath of the Dragon God,gerry lively bruce payne action fighter
2656,370980,Chiamatemi Francesco - Il Papa della gente,daniele luchetti rodrigo de la serna drama pope
2657,20083,Shinjuku Incident,derek yee tung-sing jackie chan drama drug stealing
2659,137,Groundhog Day,harold ramis bill murray romance deja vu
2660,264999,Magic Mike XXL,gregory jacobs channing tatum comedy male friendship
2661,454,Romeo + Juliet,baz luhrmann leonardo dicaprio drama shakespeare
2663,288980,Freedom,peter cousens cuba gooding jr. drama ship
2664,33,Unforgiven,clint eastwood clint eastwood western prostitute
2665,1951,Manderlay,lars von trier bryce dallas howard drama southern usa
2666,12405,Slumdog Millionaire,danny boyle dev patel drama slum
2667,10998,Fatal Attraction,adrian lyne michael douglas drama sexual obsession
2668,114,Pretty Woman,garry marshall julia roberts romance prostitute
2669,9396,Crocodile Dundee II,john cornell paul hogan adventure new york
